Assay	OlinkID	LOD	Missing_data	Below_LOD	Valid_data
TARDBP	OID50076	NA	0	0	7
TFEB	OID50077	NA	0	0	7
TRIM41	OID50078	NA	0	0	7
TSC22D3	OID50079	NA	0	0	7
UBOX5	OID50080	NA	0	0	7
UBR2	OID50081	NA	0	0	7
VPS54	OID50082	NA	0	0	7
VRK3	OID50083	NA	0	0	7
WFDC3	OID50084	NA	0	0	7
ZC3H12D	OID50085	NA	0	0	7
ACAA1	OID50086	NA	0	0	7
ACP3	OID50087	NA	0	0	7
ACY3	OID50088	NA	0	0	7
ADAM12	OID50089	NA	0	0	7
ADGRG3	OID50090	NA	0	0	7
AFAP1L2	OID50091	NA	0	0	7
AIF1	OID50092	NA	0	0	7
AKT3	OID50093	NA	0	0	7
ALPI	OID50094	NA	0	0	7
ANP32E	OID50096	NA	0	0	7
AOC1	OID50097	NA	0	0	7
ATAD3B	OID50098	NA	0	0	7
ATE1	OID50099	NA	0	0	7
ATF2	OID50100	NA	0	0	7
ATP6AP2	OID50101	NA	0	0	7
ATP6V1F	OID50102	NA	0	0	7
BAG4	OID50103	NA	0	0	7
BAIAP2	OID50104	NA	0	0	7
BAX	OID50105	NA	0	0	7
BCL2L15	OID50106	NA	0	0	7
BGN	OID50107	NA	0	0	7
BRD2	OID50108	NA	0	0	7
BTC	OID50109	NA	0	0	7
BTLA	OID50110	NA	0	0	7
CAMK4	OID50111	NA	0	0	7
CASP1	OID50112	NA	0	0	7
CASP4	OID50113	NA	0	0	7
CAST	OID50114	NA	0	0	7
CBLB	OID50115	NA	0	0	7
CD28	OID50116	NA	0	0	7
CEACAM3	OID50118	NA	0	0	7
CEACAM5	OID50119	NA	0	0	7
CEBPA	OID50120	NA	0	0	7
CEMIP2	OID50121	NA	0	0	7
CEP164	OID50122	NA	0	0	7
CFC1	OID50123	NA	0	0	7
CFDP1	OID50124	NA	0	0	7
CHRM1	OID50125	NA	0	0	7
CHUK	OID50126	NA	0	0	7
CLEC6A	OID50127	NA	0	0	7
CRACR2A	OID50129	NA	0	0	7
CRH	OID50130	NA	0	0	7
CSF2	OID50131	NA	0	0	7
CSF3	OID50132	NA	0	0	7
CSNK1D	OID50133	NA	0	0	7
CTF1	OID50134	NA	0	0	7
CXCL12	OID50136	NA	0	0	7
DCTN4	OID50137	NA	0	0	7
DDX39A	OID50138	NA	0	0	7
RIGI	OID50139	NA	0	0	7
DENR	OID50140	NA	0	0	7
DTX3L	OID50142	NA	0	0	7
DYNC1H1	OID50143	NA	0	0	7
EHD4	OID50144	NA	0	0	7
EIF4E2	OID50145	NA	0	0	7
ELOB	OID50146	NA	0	0	7
ENAH	OID50147	NA	0	0	7
EPB41L3	OID50148	NA	0	0	7
ERF	OID50149	NA	0	0	7
ESR1	OID50150	NA	0	0	7
EXOSC3	OID50151	NA	0	0	7
FAF2	OID50152	NA	0	0	7
FBXO28	OID50153	NA	0	0	7
FCER1A	OID50154	NA	0	0	7
FCRL3	OID50156	NA	0	0	7
FGF5	OID50157	NA	0	0	7
FGR	OID50158	NA	0	0	7
FKBP10	OID50159	NA	0	0	7
FKBP15	OID50160	NA	0	0	7
FLT3	OID50161	NA	0	0	7
FOLH1	OID50162	NA	0	0	7
FOXJ3	OID50163	NA	0	0	7
FOXO3	OID50164	NA	0	0	7
FUS	OID50165	NA	0	0	7
FXYD5	OID50166	NA	0	0	7
FYCO1	OID50167	NA	0	0	7
GALNT3	OID50168	NA	0	0	7
GBP2	OID50169	NA	0	0	7
GCG	OID50171	NA	0	0	7
GDNF	OID50173	NA	0	0	7
GFAP	OID50174	NA	0	0	7
GFER	OID50175	NA	0	0	7
GSTP1	OID50176	NA	0	0	7
HDAC9	OID50177	NA	0	0	7
HIF1A	OID50178	NA	0	0	7
HNRNPA0	OID50179	NA	0	0	7
HPGDS	OID50180	NA	0	0	7
HRAS	OID50181	NA	0	0	7
HS6ST2	OID50182	NA	0	0	7
HSP90B1	OID50183	NA	0	0	7
ICA1	OID50184	NA	0	0	7
IFIT1	OID50185	NA	0	0	7
IFIT3	OID50186	NA	0	0	7
IFNG	OID50187	NA	0	0	7
IL10	OID50188	NA	0	0	7
IL10RA	OID50189	NA	0	0	7
IL11	OID50190	NA	0	0	7
IL12RB1	OID50191	NA	0	0	7
IL13	OID50192	NA	0	0	7
IL15RA	OID50193	NA	0	0	7
IL17A	OID50194	NA	0	0	7
IL17C	OID50195	NA	0	0	7
IL17D	OID50196	NA	0	0	7
IL17F	OID50197	NA	0	0	7
IL1A	OID50198	NA	0	0	7
IL1B	OID50199	NA	0	0	7
IL1RL2	OID50200	NA	0	0	7
IL2	OID50201	NA	0	0	7
IL20	OID50202	NA	0	0	7
IL20RA	OID50203	NA	0	0	7
IL22RA1	OID50205	NA	0	0	7
IL2RB	OID50206	NA	0	0	7
IL31RA	OID50207	NA	0	0	7
IL33	OID50208	NA	0	0	7
IL36B	OID50209	NA	0	0	7
IL3RA	OID50210	NA	0	0	7
IL4	OID50211	NA	0	0	7
IL9	OID50212	NA	0	0	7
IRAK1	OID50213	NA	0	0	7
ITCH	OID50214	NA	0	0	7
ITGB6	OID50215	NA	0	0	7
JTB	OID50216	NA	0	0	7
KIAA0319L	OID50218	NA	0	0	7
KIF4A	OID50219	NA	0	0	7
KIFAP3	OID50220	NA	0	0	7
KIR3DL1	OID50221	NA	0	0	7
KLHL41	OID50222	NA	0	0	7
KLRF1	OID50223	NA	0	0	7
KRT5	OID50224	NA	0	0	7
LIF	OID50225	NA	0	0	7
LILRB4	OID50226	NA	0	0	7
LRRFIP1	OID50227	NA	0	0	7
LRRN1	OID50228	NA	0	0	7
LTBP3	OID50229	NA	0	0	7
MAP3K5	OID50230	NA	0	0	7
MAPKAPK2	OID50231	NA	0	0	7
MAPT	OID50232	NA	0	0	7
MAVS	OID50233	NA	0	0	7
MILR1	OID50234	NA	0	0	7
MINDY2	OID50235	NA	0	0	7
MKI67	OID50236	NA	0	0	7
MMP13	OID50237	NA	0	0	7
MPST	OID50238	NA	0	0	7
MUC13	OID50239	NA	0	0	7
MUC20	OID50240	NA	0	0	7
MVK	OID50241	NA	0	0	7
MYL11	OID50242	NA	0	0	7
MYL3	OID50243	NA	0	0	7
MYO9B	OID50244	NA	0	0	7
NBN	OID50245	NA	0	0	7
NCKIPSD	OID50246	NA	0	0	7
NDUFAF2	OID50247	NA	0	0	7
NDUFS6	OID50248	NA	0	0	7
NECAB2	OID50249	NA	0	0	7
NEFL	OID50250	NA	0	0	7
NFATC3	OID50251	NA	0	0	7
NFKB1	OID50252	NA	0	0	7
NFKBIE	OID50253	NA	0	0	7
NFX1	OID50254	NA	0	0	7
NLGN1	OID50255	NA	0	0	7
NOS1	OID50256	NA	0	0	7
NOS2	OID50257	NA	0	0	7
NOS3	OID50258	NA	0	0	7
NQO1	OID50260	NA	0	0	7
NRTN	OID50261	NA	0	0	7
NUP50	OID50262	NA	0	0	7
ODAM	OID50263	NA	0	0	7
PADI2	OID50264	NA	0	0	7
PADI4	OID50265	NA	0	0	7
PAPPA	OID50266	NA	0	0	7
PARP1	OID50267	NA	0	0	7
PGM2	OID50269	NA	0	0	7
PGR	OID50270	NA	0	0	7
PIKFYVE	OID50271	NA	0	0	7
PJA2	OID50272	NA	0	0	7
PLIN1	OID50273	NA	0	0	7
PNMA1	OID50274	NA	0	0	7
PNPT1	OID50275	NA	0	0	7
POLR3F	OID50276	NA	0	0	7
PPIE	OID50277	NA	0	0	7
PREB	OID50278	NA	0	0	7
PRKAB1	OID50279	NA	0	0	7
PRKAR1B	OID50280	NA	0	0	7
PRKRA	OID50281	NA	0	0	7
PRRC1	OID50282	NA	0	0	7
PSMD5	OID50283	NA	0	0	7
PTEN	OID50284	NA	0	0	7
PTP4A3	OID50285	NA	0	0	7
PXN	OID50286	NA	0	0	7
RAB37	OID50287	NA	0	0	7
RAB44	OID50288	NA	0	0	7
RABGAP1L	OID50289	NA	0	0	7
RAMP2	OID50290	NA	0	0	7
RANBP2	OID50291	NA	0	0	7
RAP1GAP	OID50292	NA	0	0	7
RBFOX3	OID50293	NA	0	0	7
RC3H1	OID50294	NA	0	0	7
RGS8	OID50295	NA	0	0	7
RNF25	OID50296	NA	0	0	7
RNF41	OID50297	NA	0	0	7
RPH3A	OID50299	NA	0	0	7
SAV1	OID50300	NA	0	0	7
SCARB1	OID50301	NA	0	0	7
SCGN	OID50302	NA	0	0	7
SERPINB5	OID50303	NA	0	0	7
SFTPA2	OID50304	NA	0	0	7
SH2B3	OID50305	NA	0	0	7
SIPA1	OID50306	NA	0	0	7
SIRT1	OID50307	NA	0	0	7
SIT1	OID50308	NA	0	0	7
SLAMF8	OID50310	NA	0	0	7
SLC16A1	OID50311	NA	0	0	7
SLIT2	OID50313	NA	0	0	7
SMAD1	OID50314	NA	0	0	7
SMAD2	OID50315	NA	0	0	7
SNAP25	OID50316	NA	0	0	7
SPATA2L	OID50317	NA	0	0	7
SPRED2	OID50318	NA	0	0	7
SPRY2	OID50319	NA	0	0	7
SPTBN2	OID50320	NA	0	0	7
SSB	OID50321	NA	0	0	7
STX5	OID50322	NA	0	0	7
STXBP3	OID50323	NA	0	0	7
TAB2	OID50324	NA	0	0	7
TARBP2	OID50325	NA	0	0	7
TDGF1	OID50326	NA	0	0	7
TK1	OID50327	NA	0	0	7
TLR2	OID50328	NA	0	0	7
TLR4	OID50329	NA	0	0	7
TNF	OID50330	NA	0	0	7
TNFAIP8	OID50331	NA	0	0	7
TNFRSF13C	OID50332	NA	0	0	7
TNFSF15	OID50333	NA	0	0	7
TP53	OID50334	NA	0	0	7
TP53BP1	OID50335	NA	0	0	7
TPMT	OID50336	NA	0	0	7
TPR	OID50337	NA	0	0	7
TRIM40	OID50338	NA	0	0	7
TSLP	OID50339	NA	0	0	7
TYMS	OID50340	NA	0	0	7
UBE2Z	OID50341	NA	0	0	7
WAS	OID50342	NA	0	0	7
WASL	OID50343	NA	0	0	7
WNT9A	OID50344	NA	0	0	7
XIAP	OID50345	NA	0	0	7
ZBTB16	OID50346	NA	0	0	7
ZC3H12A	OID50347	NA	0	0	7
ABI3BP	OID50348	NA	0	0	7
ABL1	OID50349	NA	0	0	7
ACE2	OID50350	NA	0	0	7
ACP1	OID50351	NA	0	0	7
ACP6	OID50352	NA	0	0	7
ACRV1	OID50353	NA	0	0	7
ACVRL1	OID50355	NA	0	0	7
ADA	OID50356	NA	0	0	7
ADAM15	OID50357	NA	0	0	7
ADAM22	OID50358	NA	0	0	7
ADAM23	OID50359	NA	0	0	7
ADAMTS1	OID50360	NA	0	0	7
ADAMTS15	OID50361	NA	0	0	7
ADAMTSL4	OID50362	NA	0	0	7
ADGRB1	OID50363	NA	0	0	7
ADGRB3	OID50364	NA	0	0	7
ADGRE1	OID50365	NA	0	0	7
ADGRE3	OID50366	NA	0	0	7
ADM	OID50367	NA	0	0	7
ADSL	OID50368	NA	0	0	7
AFAP1L1	OID50369	NA	0	0	7
AGR2	OID50370	NA	0	0	7
AGRP	OID50371	NA	0	0	7
AHNAK	OID50372	NA	0	0	7
AHNAK2	OID50373	NA	0	0	7
AHSA1	OID50374	NA	0	0	7
AKAP2	OID50375	NA	0	0	7
AKT1S1	OID50376	NA	0	0	7
AKT2	OID50377	NA	0	0	7
ALDH3A1	OID50378	NA	0	0	7
AMDHD1	OID50379	NA	0	0	7
AMIGO2	OID50380	NA	0	0	7
ANKMY2	OID50382	NA	0	0	7
ANXA10	OID50383	NA	0	0	7
ANXA2	OID50384	NA	0	0	7
AP3B1	OID50385	NA	0	0	7
APBB1IP	OID50386	NA	0	0	7
APEX1	OID50387	NA	0	0	7
APIP	OID50388	NA	0	0	7
ARG1	OID50390	NA	0	0	7
ARHGEF12	OID50391	NA	0	0	7
ASGR1	OID50392	NA	0	0	7
ASS1	OID50393	NA	0	0	7
ATG16L1	OID50394	NA	0	0	7
ATP6V1G1	OID50395	NA	0	0	7
ATP6V1G2	OID50396	NA	0	0	7
ATRAID	OID50397	NA	0	0	7
ATXN3	OID50398	NA	0	0	7
AXIN1	OID50399	NA	0	0	7
AZI2	OID50400	NA	0	0	7
B3GNT7	OID50401	NA	0	0	7
BACH1	OID50402	NA	0	0	7
BAG5	OID50404	NA	0	0	7
BAG6	OID50405	NA	0	0	7
BANK1	OID50406	NA	0	0	7
BCAN	OID50407	NA	0	0	7
BCL2	OID50408	NA	0	0	7
BCL2L1	OID50409	NA	0	0	7
BCR	OID50410	NA	0	0	7
BLNK	OID50411	NA	0	0	7
BMP4	OID50412	NA	0	0	7
BMP6	OID50413	NA	0	0	7
BMP7	OID50414	NA	0	0	7
BNIP3L	OID50415	NA	0	0	7
BOC	OID50416	NA	0	0	7
BOLA2	OID50417	NA	0	0	7
BPIFA2	OID50418	NA	0	0	7
BSG	OID50419	NA	0	0	7
BTN1A1	OID50420	NA	0	0	7
BTN3A2	OID50421	NA	0	0	7
C16orf89	OID50422	NA	0	0	7
C1QA	OID50423	NA	0	0	7
C1QL2	OID50424	NA	0	0	7
C1QTNF6	OID50425	NA	0	0	7
C9orf40	OID50426	NA	0	0	7
CA12	OID50427	NA	0	0	7
CA14	OID50428	NA	0	0	7
CA9	OID50429	NA	0	0	7
CALCA	OID50430	NA	0	0	7
CALCB	OID50431	NA	0	0	7
CALCOCO1	OID50432	NA	0	0	7
CALCOCO2	OID50433	NA	0	0	7
CALML4	OID50434	NA	0	0	7
CAMSAP1	OID50435	NA	0	0	7
CAPG	OID50436	NA	0	0	7
CAPN3	OID50437	NA	0	0	7
CAPS	OID50438	NA	0	0	7
CASP10	OID50439	NA	0	0	7
CASP2	OID50440	NA	0	0	7
CASP7	OID50441	NA	0	0	7
CASP8	OID50442	NA	0	0	7
CASP9	OID50443	NA	0	0	7
CBLN4	OID50444	NA	0	0	7
CC2D1A	OID50445	NA	0	0	7
CCAR1	OID50446	NA	0	0	7
CCER2	OID50447	NA	0	0	7
CCL11	OID50448	NA	0	0	7
CCL20	OID50449	NA	0	0	7
CCL25	OID50450	NA	0	0	7
CCL26	OID50451	NA	0	0	7
CCL28	OID50452	NA	0	0	7
CCL3	OID50453	NA	0	0	7
CCL7	OID50454	NA	0	0	7
CCL8	OID50455	NA	0	0	7
CCN1	OID50456	NA	0	0	7
CCN4	OID50457	NA	0	0	7
CD101	OID50458	NA	0	0	7
CD160	OID50459	NA	0	0	7
CD200	OID50460	NA	0	0	7
CD200R1	OID50461	NA	0	0	7
CD207	OID50462	NA	0	0	7
CD22	OID50463	NA	0	0	7
CD226	OID50464	NA	0	0	7
CD244	OID50465	NA	0	0	7
CD274	OID50466	NA	0	0	7
CD300E	OID50467	NA	0	0	7
CD302	OID50468	NA	0	0	7
CD38	OID50469	NA	0	0	7
CD4	OID50470	NA	0	0	7
CD40LG	OID50471	NA	0	0	7
CD5	OID50472	NA	0	0	7
CD6	OID50473	NA	0	0	7
CD63	OID50474	NA	0	0	7
CD7	OID50475	NA	0	0	7
CD70	OID50476	NA	0	0	7
CD79B	OID50477	NA	0	0	7
CD83	OID50478	NA	0	0	7
CD84	OID50479	NA	0	0	7
CD86	OID50480	NA	0	0	7
CDC26	OID50481	NA	0	0	7
CDCP1	OID50482	NA	0	0	7
CDKN1A	OID50483	NA	0	0	7
CDNF	OID50484	NA	0	0	7
CDSN	OID50485	NA	0	0	7
CEACAM16	OID50486	NA	0	0	7
CEACAM19	OID50487	NA	0	0	7
CEACAM21	OID50488	NA	0	0	7
CEACAM8	OID50489	NA	0	0	7
CES2	OID50490	NA	0	0	7
CES3	OID50491	NA	0	0	7
CFAP36	OID50492	NA	0	0	7
CHCHD6	OID50493	NA	0	0	7
CKAP4	OID50494	NA	0	0	7
CLEC10A	OID50495	NA	0	0	7
CLEC12A	OID50496	NA	0	0	7
CLEC1A	OID50497	NA	0	0	7
CLEC4A	OID50498	NA	0	0	7
CLEC4C	OID50499	NA	0	0	7
CLEC4D	OID50500	NA	0	0	7
CLEC4G	OID50501	NA	0	0	7
CLEC7A	OID50502	NA	0	0	7
CLSTN2	OID50503	NA	0	0	7
CLSTN3	OID50504	NA	0	0	7
CNP	OID50505	NA	0	0	7
CNPY4	OID50506	NA	0	0	7
CNTN2	OID50507	NA	0	0	7
CNTNAP2	OID50508	NA	0	0	7
COL24A1	OID50509	NA	0	0	7
COL28A1	OID50510	NA	0	0	7
COL9A1	OID50511	NA	0	0	7
COMMD9	OID50512	NA	0	0	7
COMT	OID50513	NA	0	0	7
CPE	OID50514	NA	0	0	7
CPVL	OID50515	NA	0	0	7
CRADD	OID50516	NA	0	0	7
CRISP2	OID50517	NA	0	0	7
CRNN	OID50518	NA	0	0	7
CRTAM	OID50519	NA	0	0	7
CRYZL1	OID50520	NA	0	0	7
CSF2RB	OID50522	NA	0	0	7
CSF3R	OID50523	NA	0	0	7
CSRP3	OID50524	NA	0	0	7
CST5	OID50525	NA	0	0	7
CTH	OID50526	NA	0	0	7
CTRL	OID50527	NA	0	0	7
CTSH	OID50528	NA	0	0	7
CTSO	OID50529	NA	0	0	7
CTSV	OID50530	NA	0	0	7
CX3CL1	OID50531	NA	0	0	7
CXADR	OID50532	NA	0	0	7
CXCL17	OID50533	NA	0	0	7
CXCL8	OID50534	NA	0	0	7
CYB5R2	OID50535	NA	0	0	7
DAPK2	OID50536	NA	0	0	7
DAPP1	OID50537	NA	0	0	7
DBN1	OID50538	NA	0	0	7
DCN	OID50539	NA	0	0	7
DCPS	OID50540	NA	0	0	7
DCTN1	OID50541	NA	0	0	7
DCTN2	OID50542	NA	0	0	7
DECR1	OID50544	NA	0	0	7
DEFB103A_DEFB103B	OID50545	NA	0	0	7
DFFA	OID50546	NA	0	0	7
DGKA	OID50547	NA	0	0	7
DKK4	OID50548	NA	0	0	7
DLG4	OID50549	NA	0	0	7
DNAJA4	OID50550	NA	0	0	7
DNAJC6	OID50551	NA	0	0	7
DNM1	OID50552	NA	0	0	7
DNM3	OID50553	NA	0	0	7
DNMBP	OID50554	NA	0	0	7
DNPEP	OID50555	NA	0	0	7
DPEP1	OID50556	NA	0	0	7
DPEP2	OID50557	NA	0	0	7
DPP10	OID50558	NA	0	0	7
DPP6	OID50559	NA	0	0	7
DPY30	OID50560	NA	0	0	7
DRAXIN	OID50561	NA	0	0	7
DSG3	OID50562	NA	0	0	7
DTNB	OID50563	NA	0	0	7
DTX3	OID50564	NA	0	0	7
EBAG9	OID50565	NA	0	0	7
EBI3_IL27	OID50566	NA	0	0	7
ECE1	OID50567	NA	0	0	7
EDA2R	OID50568	NA	0	0	7
EDAR	OID50569	NA	0	0	7
EFHD2	OID50570	NA	0	0	7
EFNA4	OID50571	NA	0	0	7
EGFLAM	OID50572	NA	0	0	7
EGLN1	OID50573	NA	0	0	7
EIF2S2	OID50574	NA	0	0	7
EIF4E	OID50575	NA	0	0	7
EML4	OID50576	NA	0	0	7
ENDOU	OID50577	NA	0	0	7
ENPP6	OID50578	NA	0	0	7
ENTPD5	OID50579	NA	0	0	7
ENTPD6	OID50580	NA	0	0	7
EPHA2	OID50581	NA	0	0	7
EPHB6	OID50582	NA	0	0	7
EPS8L2	OID50583	NA	0	0	7
EREG	OID50584	NA	0	0	7
ERN1	OID50585	NA	0	0	7
ERP44	OID50586	NA	0	0	7
EVA1C	OID50587	NA	0	0	7
EVI5	OID50588	NA	0	0	7
F3	OID50589	NA	0	0	7
FAM3B	OID50590	NA	0	0	7
FAM3D	OID50591	NA	0	0	7
FASLG	OID50592	NA	0	0	7
FCAR	OID50593	NA	0	0	7
FCRL2	OID50594	NA	0	0	7
FCRL6	OID50595	NA	0	0	7
FGF2	OID50596	NA	0	0	7
FGF21	OID50597	NA	0	0	7
FGF23	OID50598	NA	0	0	7
FGFBP3	OID50599	NA	0	0	7
FKBP4	OID50600	NA	0	0	7
FKBP5	OID50601	NA	0	0	7
FKBPL	OID50602	NA	0	0	7
FLRT2	OID50603	NA	0	0	7
FLT3LG	OID50604	NA	0	0	7
FMNL1	OID50605	NA	0	0	7
FNDC1	OID50606	NA	0	0	7
FNTA	OID50607	NA	0	0	7
FOXO1	OID50608	NA	0	0	7
FRZB	OID50609	NA	0	0	7
FSTL1	OID50610	NA	0	0	7
FUT8	OID50611	NA	0	0	7
GALNT10	OID50612	NA	0	0	7
GALNT2	OID50613	NA	0	0	7
GBA1	OID50614	NA	0	0	7
GCNT1	OID50615	NA	0	0	7
GFRA1	OID50616	NA	0	0	7
GFRA2	OID50617	NA	0	0	7
GFRA3	OID50618	NA	0	0	7
GFRAL	OID50619	NA	0	0	7
GIT1	OID50621	NA	0	0	7
GLIPR1	OID50622	NA	0	0	7
GLRX2	OID50623	NA	0	0	7
GMPR	OID50624	NA	0	0	7
GOPC	OID50625	NA	0	0	7
GP2	OID50626	NA	0	0	7
GPA33	OID50627	NA	0	0	7
GPC1	OID50628	NA	0	0	7
GPC5	OID50629	NA	0	0	7
GPD1	OID50630	NA	0	0	7
GPIHBP1	OID50631	NA	0	0	7
GPR15LG	OID50632	NA	0	0	7
GPR37	OID50633	NA	0	0	7
GRP	OID50634	NA	0	0	7
GRPEL1	OID50635	NA	0	0	7
GZMA	OID50636	NA	0	0	7
GZMB	OID50637	NA	0	0	7
GZMH	OID50638	NA	0	0	7
HAO1	OID50639	NA	0	0	7
HAVCR1	OID50640	NA	0	0	7
HBEGF	OID50641	NA	0	0	7
HCLS1	OID50642	NA	0	0	7
HGF	OID50643	NA	0	0	7
HHEX	OID50644	NA	0	0	7
HLA-A	OID50645	NA	0	0	7
HMBS	OID50647	NA	0	0	7
HMOX2	OID50648	NA	0	0	7
HNMT	OID50649	NA	0	0	7
HNRNPUL1	OID50650	NA	0	0	7
HOMER3	OID50651	NA	0	0	7
HRC	OID50652	NA	0	0	7
HSD11B1	OID50653	NA	0	0	7
HSPA13	OID50654	NA	0	0	7
HSPB6	OID50656	NA	0	0	7
ICAM4	OID50657	NA	0	0	7
ICOSLG	OID50658	NA	0	0	7
IDO1	OID50659	NA	0	0	7
IDS	OID50660	NA	0	0	7
IDUA	OID50661	NA	0	0	7
IFI30	OID50662	NA	0	0	7
IFNAR1	OID50663	NA	0	0	7
IFNGR2	OID50664	NA	0	0	7
IFNLR1	OID50665	NA	0	0	7
IGBP1	OID50666	NA	0	0	7
IGF1R	OID50667	NA	0	0	7
IGFL4	OID50668	NA	0	0	7
IGSF3	OID50669	NA	0	0	7
IKBKG	OID50670	NA	0	0	7
IL12A_IL12B	OID50671	NA	0	0	7
IL12B	OID50672	NA	0	0	7
IL15	OID50673	NA	0	0	7
IL16	OID50674	NA	0	0	7
IL17RB	OID50675	NA	0	0	7
IL18R1	OID50676	NA	0	0	7
IL18RAP	OID50677	NA	0	0	7
IL22	OID50678	NA	0	0	7
IL23R	OID50679	NA	0	0	7
IL32	OID50680	NA	0	0	7
IL36G	OID50681	NA	0	0	7
IL4R	OID50682	NA	0	0	7
IL5RA	OID50683	NA	0	0	7
IL6	OID50684	NA	0	0	7
IL7	OID50685	NA	0	0	7
IMPA1	OID50686	NA	0	0	7
INPP1	OID50687	NA	0	0	7
INPP5D	OID50688	NA	0	0	7
INPPL1	OID50689	NA	0	0	7
INSL5	OID50690	NA	0	0	7
IPCEF1	OID50691	NA	0	0	7
IQGAP2	OID50692	NA	0	0	7
IRAG2	OID50693	NA	0	0	7
IRAK4	OID50694	NA	0	0	7
ISM1	OID50695	NA	0	0	7
ITGA11	OID50696	NA	0	0	7
ITGAL	OID50697	NA	0	0	7
ITGAV	OID50698	NA	0	0	7
ITGB1BP2	OID50699	NA	0	0	7
ITGB7	OID50700	NA	0	0	7
ITM2A	OID50701	NA	0	0	7
ITPR1	OID50702	NA	0	0	7
KEL	OID50703	NA	0	0	7
KHK	OID50704	NA	0	0	7
KIAA0319	OID50705	NA	0	0	7
KIF22	OID50706	NA	0	0	7
KIR2DL2_KIR2DL3	OID50707	NA	0	0	7
KLB	OID50708	NA	0	0	7
KLK13	OID50709	NA	0	0	7
KLK15	OID50711	NA	0	0	7
KLRB1	OID50712	NA	0	0	7
KLRD1	OID50713	NA	0	0	7
KLRK1	OID50714	NA	0	0	7
KRT19	OID50716	NA	0	0	7
KYNU	OID50717	NA	0	0	7
LAG3	OID50718	NA	0	0	7
LAIR2	OID50719	NA	0	0	7
LAMB1	OID50720	NA	0	0	7
LAMP3	OID50721	NA	0	0	7
LAT	OID50722	NA	0	0	7
LAT2	OID50723	NA	0	0	7
LATS1	OID50724	NA	0	0	7
LAYN	OID50725	NA	0	0	7
LCN15	OID50726	NA	0	0	7
LEFTY2	OID50727	NA	0	0	7
LGALS7	OID50728	NA	0	0	7
LIFR	OID50729	NA	0	0	7
LIPF	OID50730	NA	0	0	7
LMNB1	OID50731	NA	0	0	7
LMNB2	OID50732	NA	0	0	7
LMOD1	OID50733	NA	0	0	7
LPO	OID50734	NA	0	0	7
LRCH4	OID50735	NA	0	0	7
LRIG1	OID50736	NA	0	0	7
LRRC25	OID50737	NA	0	0	7
LRRC37A2	OID50738	NA	0	0	7
LTA4H	OID50739	NA	0	0	7
LUZP2	OID50740	NA	0	0	7
